group,object,title
WBS: ОКС 0933 - Куст №35.  Инженерные сети (АС),"[['Проект: ОКС 0933 - Куст №35. Уровень 4  (4 скв.)', 'WBS: ОКС 0933 - Куст №35.  Добурка', 'WBS: ОКС 0933 - Куст №35.  Инженерные сети (АС)']]",3
WBS: ОКС 0933 - Куст №4.  Инженерные сети (АС),"[['Проект: ОКС 0933 - Куст №4. Уровень 4  (8 скв.)', 'WBS: ОКС 0933 - Куст №4.  Добурка', 'WBS: ОКС 0933 - Куст №4.  Инженерные сети (АС)']]",4
WBS: ОКС 0933 - Куст №45.   Электрические сети (ЭС),"[['Проект: ОКС 0933 - Куст №45. Уровень 4  (4 скв.)', 'WBS: ОКС 0933 - Куст №45.  Добурка', 'WBS: ОКС 0933 - Куст №45.   Электрические сети (ЭС)']]",2
WBS: ОКС 0933 - Куст №45.  Инженерные сети (АС),"[['Проект: ОКС 0933 - Куст №45. Уровень 4  (4 скв.)', 'WBS: ОКС 0933 - Куст №45.  Добурка', 'WBS: ОКС 0933 - Куст №45.  Инженерные сети (АС)']]",6
WBS: ОКС 0933 - Куст №45.  Технология производства (ТХ),"[['Проект: ОКС 0933 - Куст №45. Уровень 4  (4 скв.)', 'WBS: ОКС 0933 - Куст №45.  Добурка', 'WBS: ОКС 0933 - Куст №45.  Технология производства (ТХ)']]",4
WBS: ОКС 108 - Куст-22.9.5.1.1 Строительные работы электрической воздушной линии 10 кВ,"['Проект: ОКС 108 - Куст-22 ОКС 108 - Куст №22. Уровень 4', 'WBS: ОКС 108 - Куст-22.9.5 Высоковольтная линия 10-кВ', 'WBS: ОКС 108 - Куст-22.9.5.1.1 Строительные работы электрической воздушной линии 10 кВ']",8
WBS: ОКС 108 - Куст-88.9.5.1.1 Строительные работы электрической воздушной линии 10 кВ,"['Проект: ОКС 108 - Куст-88 ОКС 108 - Куст №88. Уровень 4', 'WBS: ОКС 108 - Куст-88.9.5 Высоковольтная линия 10-кВ', 'WBS: ОКС 108 - Куст-88.9.5.1.1 Строительные работы электрической воздушной линии 10 кВ']",5
"WBS: ОКС 108 - Куст-88.9.5.1.2 Подвеска провода, установка оборудования и заземление электрической воздушной линии 10 кВ","['Проект: ОКС 108 - Куст-88 ОКС 108 - Куст №88. Уровень 4', 'WBS: ОКС 108 - Куст-88.9.5 Высоковольтная линия 10-кВ', 'WBS: ОКС 108 - Куст-88.9.5.1.2 Подвеска провода, установка оборудования и заземление электрической воздушной линии 10 кВ']",2
"WBS: ОКС 108 - Куст-Куст-22.9.5.1.2 Подвеска провода, установка оборудования и заземление электрической воздушной линии 10 кВ","['Проект: ОКС 108 - Куст-22 ОКС 108 - Куст №22. Уровень 4', 'WBS: ОКС 108 - Куст-22.9.5 Высоковольтная линия 10-кВ', 'WBS: ОКС 108 - Куст-Куст-22.9.5.1.2 Подвеска провода, установка оборудования и заземление электрической воздушной линии 10 кВ']",4
WBS: ОКС 108.17 - Куст-112.2.2.1.1 Эстакада инженерно-технического обеспечения (АС),"['Проект: ОКС 108.17 - Куст-112 ОКС 108.17 - Куст №112. Уровень 4', 'WBS: ОКС 108.17 - Куст-112.2.2 Обустройство куста', 'WBS: ОКС 108.17 - Куст-112.2.2.1.1 Эстакада инженерно-технического обеспечения (АС)']",1
WBS: ОКС 108.17 - Куст-112.2.2.1.10 Охранно-пожарная сигнализация (ОПС),"['Проект: ОКС 108.17 - Куст-112 ОКС 108.17 - Куст №112. Уровень 4', 'WBS: ОКС 108.17 - Куст-112.2.2 Обустройство куста', 'WBS: ОКС 108.17 - Куст-112.2.2.1.10 Охранно-пожарная сигнализация (ОПС)']",3
WBS: ОКС 108.17 - Куст-112.2.2.1.12 Система электроснабжения (ЭС),"['Проект: ОКС 108.17 - Куст-112 ОКС 108.17 - Куст №112. Уровень 4', 'WBS: ОКС 108.17 - Куст-112.2.2 Обустройство куста', 'WBS: ОКС 108.17 - Куст-112.2.2.1.12 Система электроснабжения (ЭС)']",9
WBS: ОКС 108.17 - Куст-112.2.2.1.13 Сети связи (СС),"['Проект: ОКС 108.17 - Куст-112 ОКС 108.17 - Куст №112. Уровень 4', 'WBS: ОКС 108.17 - Куст-112.2.2 Обустройство куста', 'WBS: ОКС 108.17 - Куст-112.2.2.1.13 Сети связи (СС)']",4
WBS: ОКС 108.17 - Куст-112.2.2.1.14 Технология производства (ТХ),"['Проект: ОКС 108.17 - Куст-112 ОКС 108.17 - Куст №112. Уровень 4', 'WBS: ОКС 108.17 - Куст-112.2.2 Обустройство куста', 'WBS: ОКС 108.17 - Куст-112.2.2.1.14 Технология производства (ТХ)']",4
WBS: ОКС 108.17 - Куст-112.2.2.1.15 Система электрообогрева (СЭО),"['Проект: ОКС 108.17 - Куст-112 ОКС 108.17 - Куст №112. Уровень 4', 'WBS: ОКС 108.17 - Куст-112.2.2 Обустройство куста', 'WBS: ОКС 108.17 - Куст-112.2.2.1.15 Система электрообогрева (СЭО)']",6
WBS: ОКС 108.17 - Куст-112.2.2.1.2 Блок технологический установки измерительной (АС),"['Проект: ОКС 108.17 - Куст-112 ОКС 108.17 - Куст №112. Уровень 4', 'WBS: ОКС 108.17 - Куст-112.2.2 Обустройство куста', 'WBS: ОКС 108.17 - Куст-112.2.2.1.2 Блок технологический установки измерительной (АС)']",1
